86,6,2015,2,1,01/02/2015,16069,0,1,15,2,15,2,0,0,4,1,0,0,0,1,2,1,6,1,0,0,8,0,4,0,0,0,1,0,5,1,0,2,0,6,1,0,0,1,10,0,4,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,7,0,1,0,0,1,1,0,1,0,0,1,2,5,0,0,0,0,6,0,9,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,5,0,5,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0.62,9.33,1.24,9.33,1.24,0,0,2.49,0.62,0,0,0,0.62,1.24,0.62,3.73,0.62,0,0,4.98,0,2.49,0,0,0,0.62,0,3.11,0.62,0,1.24,0,3.73,0.62,0,0,0.62,6.22,0,2.49,0,0,0,0.62,0,0,0,0,0,0.62,0,1.24,0,0,0,4.36,0,0.62,0,0,0.62,0.62,0,0.62,0,0,0.62,1.24,3.11,0,0,0,0,3.73,0,5.6,0,0,0,0,0,0.62,0,0,0,0.62,0,0.62,0,0,0,3.11,0,3.11,0,0,0,0,0,1.24,0,0,0,0,0.62,0,0
87,6,2015,3,1,01/03/2015,17201,0,6,25,1,15,4,0,1,3,1,3,1,0,5,3,0,1,0,0,0,14,0,5,3,0,0,5,0,6,0,0,3,1,1,1,4,0,2,11,0,7,1,0,0,1,0,1,0,0,1,2,0,1,0,0,0,6,0,4,0,0,1,2,0,1,1,0,2,0,3,1,0,0,0,6,1,7,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,4,1,2,0,0,0,1,0,3,0,0,1,0,0,0,0,0,3.49,14.53,0.58,8.72,2.33,0,0.58,1.74,0.58,1.74,0.58,0,2.91,1.74,0,0.58,0,0,0,8.14,0,2.91,1.74,0,0,2.91,0,3.49,0,0,1.74,0.58,0.58,0.58,2.33,0,1.16,6.39,0,4.07,0.58,0,0,0.58,0,0.58,0,0,0.58,1.16,0,0.58,0,0,0,3.49,0,2.33,0,0,0.58,1.16,0,0.58,0.58,0,1.16,0,1.74,0.58,0,0,0,3.49,0.58,4.07,0,0,0,0.58,0,0,0,0,0,0,0,1.16,0,0,0,2.33,0.58,1.16,0,0,0,0.58,0,1.74,0,0,0.58,0,0,0,0
88,6,2015,4,1,01/04/2015,16255,0,3,22,4,13,4,0,0,4,2,0,1,0,1,3,0,4,3,0,2,8,2,2,0,0,0,7,0,7,0,0,7,1,7,1,2,0,0,7,1,4,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,1,2,1,0,0,2,0,2,1,0,0,2,1,0,1,0,0,9,1,11,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,4,0,5,0,0,0,3,0,4,0,0,0,0,1,0,1,0,1.85,13.53,2.46,8,2.46,0,0,2.46,1.23,0,0.62,0,0.62,1.85,0,2.46,1.85,0,1.23,4.92,1.23,1.23,0,0,0,4.31,0,4.31,0,0,4.31,0.62,4.31,0.62,1.23,0,0,4.31,0.62,2.46,1.23,0,0,0.62,0,0,0,0,0,1.23,0,0,0,0,0,1.23,0.62,1.23,0.62,0,0,1.23,0,1.23,0.62,0,0,1.23,0.62,0,0.62,0,0,5.54,0.62,6.77,0,0,0,1.23,0.62,0.62,0,0,0,0,0,0.62,0,0,0,2.46,0,3.08,0,0,0,1.85,0,2.46,0,0,0,0,0.62,0,0.62
89,6,2015,5,1,01/05/2015,16349,0,3,20,0,23,4,0,0,2,0,2,0,0,3,6,0,4,3,0,0,7,0,10,1,0,0,5,0,7,0,0,6,1,6,3,1,0,2,9,0,10,1,0,0,1,0,2,0,0,0,1,0,3,1,0,2,6,0,2,0,0,0,1,0,3,0,0,1,0,0,1,0,0,0,3,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1.83,12.23,0,14.07,2.45,0,0,1.22,0,1.22,0,0,1.83,3.67,0,2.45,1.83,0,0,4.28,0,6.12,0.61,0,0,3.06,0,4.28,0,0,3.67,0.61,3.67,1.83,0.61,0,1.22,5.5,0,6.12,0.61,0,0,0.61,0,1.22,0,0,0,0.61,0,1.83,0.61,0,1.22,3.67,0,1.22,0,0,0,0.61,0,1.83,0,0,0.61,0,0,0.61,0,0,0,1.83,0,2.45,0.61,0,0,0.61,0,0.61,0,0,0,0,0,0,0,0,0,1.22,0,1.83,0.61,0,0,0,0,0,0,0,1.22,0,0,0,0
90,6,2015,6,1,01/06/2015,15152,0,4,17,1,27,5,0,2,0,1,2,0,0,1,3,0,4,2,0,0,10,0,9,0,0,1,4,0,12,3,0,3,0,2,1,4,0,1,8,1,6,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,6,1,1,0,0,0,1,0,4,1,0,1,0,2,2,0,0,0,6,0,9,0,0,0,1,0,1,0,0,0,1,0,4,0,0,0,2,0,3,0,0,0,2,0,1,0,0,2,0,3,1,0,0,2.64,11.22,0.66,17.82,3.3,0,1.32,0,0.66,1.32,0,0,0.66,1.98,0,2.64,1.32,0,0,6.6,0,5.94,0,0,0.66,2.64,0,7.92,1.98,0,1.98,0,1.32,0.66,2.64,0,0.66,5.28,0.66,3.96,1.32,0,0,0,0,0,0,0,0,0.66,0,0.66,0.66,0,0.66,3.96,0.66,0.66,0,0,0,0.66,0,2.64,0.66,0,0.66,0,1.32,1.32,0,0,0,3.96,0,5.94,0,0,0,0.66,0,0.66,0,0,0,0.66,0,2.64,0,0,0,1.32,0,1.98,0,0,0,1.32,0,0.66,0,0,1.32,0,1.98,0.66,0
91,6,2015,7,1,01/07/2015,16805,0,0,16,1,16,3,0,0,2,1,1,0,0,0,3,0,3,3,0,0,7,0,9,0,0,0,4,0,3,0,2,5,4,3,2,1,0,0,10,0,8,1,0,0,0,0,1,0,0,0,2,0,1,1,0,0,6,0,3,0,0,0,2,0,3,0,0,1,1,2,1,1,0,0,4,0,4,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,3,0,1,0,0,9.52,0.6,9.52,1.79,0,0,1.19,0.6,0.6,0,0,0,1.79,0,1.79,1.79,0,0,4.17,0,5.36,0,0,0,2.38,0,1.79,0,1.19,2.98,2.38,1.79,1.19,0.6,0,0,5.95,0,4.76,0.6,0,0,0,0,0.6,0,0,0,1.19,0,0.6,0.6,0,0,3.57,0,1.79,0,0,0,1.19,0,1.79,0,0,0.6,0.6,1.19,0.6,0.6,0,0,2.38,0,2.38,0,0,0,0,0,0.6,0,0,0,1.19,0,1.19,0,0,0,0,0,0.6,0,0,0,1.19,0,0,0,0,0.6,0,1.79,0,0.6
92,6,2015,8,1,01/08/2015,11966,5,1,21,5,15,1,0,0,2,3,3,0,1,0,3,2,1,0,2,1,12,0,7,1,2,0,4,0,4,0,0,10,4,8,1,3,0,3,10,0,11,0,0,0,0,0,2,0,0,1,1,0,4,0,0,1,7,0,2,0,0,1,2,0,3,0,1,0,0,0,1,0,0,1,12,0,6,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,5,0,4,0,0,0,3,0,2,1,0,0,0,0,0,0,4.18,0.84,17.55,4.18,12.54,0.84,0,0,1.67,2.51,2.51,0,0.84,0,2.51,1.67,0.84,0,1.67,0.84,10.03,0,5.85,0.84,1.67,0,3.34,0,3.34,0,0,8.36,3.34,6.69,0.84,2.51,0,2.51,8.36,0,9.19,0,0,0,0,0,1.67,0,0,0.84,0.84,0,3.34,0,0,0.84,5.85,0,1.67,0,0,0.84,1.67,0,2.51,0,0.84,0,0,0,0.84,0,0,0.84,10.03,0,5.01,0.84,0,0,3.34,0,0,0,0,0,0,0,0,0,0,0.84,4.18,0,3.34,0,0,0,2.51,0,1.67,0.84,0,0,0,0,0,0
93,6,2015,9,1,01/09/2015,13913,0,6,20,4,20,4,0,0,2,2,4,1,0,2,4,1,4,3,0,2,9,0,9,0,0,2,5,1,3,0,0,8,3,3,3,4,0,3,16,2,5,3,0,0,2,1,0,0,0,1,1,1,3,1,0,0,10,0,0,0,0,2,3,0,2,2,0,1,0,1,0,0,0,0,12,6,4,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,9,3,3,0,0,0,1,1,1,0,0,1,1,0,0,0,0,4.31,14.38,2.88,14.38,2.88,0,0,1.44,1.44,2.88,0.72,0,1.44,2.88,0.72,2.88,2.16,0,1.44,6.47,0,6.47,0,0,1.44,3.59,0.72,2.16,0,0,5.75,2.16,2.16,2.16,2.88,0,2.16,11.5,1.44,3.59,2.16,0,0,1.44,0.72,0,0,0,0.72,0.72,0.72,2.16,0.72,0,0,7.19,0,0,0,0,1.44,2.16,0,1.44,1.44,0,0.72,0,0.72,0,0,0,0,8.63,4.31,2.88,0,0,0,0.72,1.44,0,0,0,0,0.72,0,0,0,0,0,6.47,2.16,2.16,0,0,0,0.72,0.72,0.72,0,0,0.72,0.72,0,0,0
94,6,2015,10,1,01/10/2015,16375,2,1,23,1,16,3,0,0,4,0,0,0,1,0,4,0,4,3,1,0,12,1,7,0,0,1,3,0,5,0,0,1,2,8,0,2,0,0,10,1,7,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,8,0,3,0,0,0,1,1,1,0,0,1,1,0,2,0,0,1,9,0,5,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,5,0,0,0,0,0,2,0,2,0,1,0,0,1,1,0,1.22,0.61,14.05,0.61,9.77,1.83,0,0,2.44,0,0,0,0.61,0,2.44,0,2.44,1.83,0.61,0,7.33,0.61,4.27,0,0,0.61,1.83,0,3.05,0,0,0.61,1.22,4.89,0,1.22,0,0,6.11,0.61,4.27,0,0,0,0,0,0,0,0,0,0.61,0,1.83,0,0,0,4.89,0,1.83,0,0,0,0.61,0.61,0.61,0,0,0.61,0.61,0,1.22,0,0,0.61,5.5,0,3.05,0,0,0,0.61,0,0,0,0,0,0.61,0,1.83,0,0,0.61,3.05,0,0,0,0,0,1.22,0,1.22,0,0.61,0,0,0.61,0.61,0
95,6,2015,11,1,01/11/2015,15600,0,3,14,0,30,3,0,0,2,0,2,2,0,0,0,0,13,0,0,0,7,0,9,0,0,3,5,0,6,1,0,3,2,3,2,2,0,1,7,0,6,2,0,0,1,0,0,0,0,1,1,0,3,0,0,0,4,0,2,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,11,3,7,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,7,1,4,0,1,0,2,0,2,0,0,0,0,0,0,0,0,1.92,8.97,0,19.23,1.92,0,0,1.28,0,1.28,1.28,0,0,0,0,8.33,0,0,0,4.49,0,5.77,0,0,1.92,3.21,0,3.85,0.64,0,1.92,1.28,1.92,1.28,1.28,0,0.64,4.49,0,3.85,1.28,0,0,0.64,0,0,0,0,0.64,0.64,0,1.92,0,0,0,2.56,0,1.28,0.64,0,0,0.64,0,0.64,0.64,0.64,0.64,0,0.64,0,0,0.64,0,7.05,1.92,4.49,0,0,0,1.28,0.64,0,0,0,0,0,0.64,0.64,0,0,0,4.49,0.64,2.56,0,0.64,0,1.28,0,1.28,0,0,0,0,0,0,0
96,6,2015,12,1,01/12/2015,15095,0,0,20,0,13,6,0,0,1,0,2,0,0,0,5,0,4,2,0,0,13,0,3,2,0,0,1,0,4,2,0,2,4,1,0,4,0,0,10,0,8,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,2,0,3,0,0,0,1,2,1,1,0,0,6,1,7,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,2,1,2,0,0,0,2,0,2,0,0,0,1,1,0,1,0,0,13.25,0,8.61,3.97,0,0,0.66,0,1.32,0,0,0,3.31,0,2.65,1.32,0,0,8.61,0,1.99,1.32,0,0,0.66,0,2.65,1.32,0,1.32,2.65,0.66,0,2.65,0,0,6.62,0,5.3,0,0,0,1.32,0,0.66,0,0,0,1.99,0,0,0,0,0,1.99,0,2.65,0,0,0,1.32,0,1.99,0,0,0,0.66,1.32,0.66,0.66,0,0,3.97,0.66,4.64,0,0,0,0,0,0.66,0,0,0,1.32,0,1.32,0,0,0,1.32,0.66,1.32,0,0,0,1.32,0,1.32,0,0,0,0.66,0.66,0,0.66
97,6,2016,1,1,01/01/2016,14948,0,2,21,2,12,6,0,0,1,1,2,1,0,0,2,1,0,2,0,0,10,0,7,0,0,2,8,0,3,3,0,1,2,4,1,2,0,1,9,0,10,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,6,0,3,0,0,0,1,0,5,0,0,0,0,1,0,0,0,1,11,1,8,1,0,0,4,0,1,0,0,0,0,0,2,0,0,1,6,1,5,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1.34,14.05,1.34,8.03,4.01,0,0,0.67,0.67,1.34,0.67,0,0,1.34,0.67,0,1.34,0,0,6.69,0,4.68,0,0,1.34,5.35,0,2.01,2.01,0,0.67,1.34,2.68,0.67,1.34,0,0.67,6.02,0,6.69,0,0,0,0.67,0,0,0,0,0,0.67,0,1.34,0,0,0.67,4.01,0,2.01,0,0,0,0.67,0,3.34,0,0,0,0,0.67,0,0,0,0.67,7.36,0.67,5.35,0.67,0,0,2.68,0,0.67,0,0,0,0,0,1.34,0,0,0.67,4.01,0.67,3.34,0,0,0,0.67,0,0,0.67,0,0,0.67,0.67,0,0
98,6,2016,2,1,01/02/2016,15011,1,4,17,4,20,0,1,2,1,1,1,0,0,0,4,0,5,0,0,0,7,3,9,0,0,2,5,0,5,0,0,2,1,3,0,0,0,0,7,0,5,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,4,0,4,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,11,0,9,2,0,0,2,0,3,0,0,0,1,0,1,0,0,0,6,0,3,0,0,0,2,0,2,2,0,1,0,0,0,0,0.67,2.66,11.33,2.66,13.32,0,0.67,1.33,0.67,0.67,0.67,0,0,0,2.66,0,3.33,0,0,0,4.66,2,6,0,0,1.33,3.33,0,3.33,0,0,1.33,0.67,2,0,0,0,0,4.66,0,3.33,0.67,0,0,1.33,0,0,0,0,0,0.67,0,0,0.67,0,0,2.66,0,2.66,0,0,0,0,0,0.67,0,0,0,0,1.33,0,0,0,0,7.33,0,6,1.33,0,0,1.33,0,2,0,0,0,0.67,0,0.67,0,0,0,4,0,2,0,0,0,1.33,0,1.33,1.33,0,0.67,0,0,0,0
99,6,2016,3,1,01/03/2016,16455,0,6,23,1,19,5,0,2,2,0,2,1,0,3,4,0,5,1,0,1,13,1,4,1,0,0,4,0,8,2,0,4,2,7,2,3,0,1,9,1,11,0,0,0,1,1,0,0,0,1,2,0,3,0,0,0,5,0,5,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,4,2,7,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,4,0,0,0,3,0,1,0,0,1,0,1,0,1,0,3.65,13.98,0.61,11.55,3.04,0,1.22,1.22,0,1.22,0.61,0,1.82,2.43,0,3.04,0.61,0,0.61,7.9,0.61,2.43,0.61,0,0,2.43,0,4.86,1.22,0,2.43,1.22,4.25,1.22,1.82,0,0.61,5.47,0.61,6.68,0,0,0,0.61,0.61,0,0,0,0.61,1.22,0,1.82,0,0,0,3.04,0,3.04,0,0,0,0.61,0,1.82,0,0,0.61,0,0,0,0,0,0,2.43,1.22,4.25,0,0,0,0,0,0,0,0,0,0,0.61,1.22,0,0,0,0.61,0.61,2.43,0,0,0,1.82,0,0.61,0,0,0.61,0,0.61,0,0.61
100,6,2016,4,1,01/04/2016,14540,2,7,20,1,18,5,0,2,1,1,1,0,1,4,6,0,5,0,0,0,9,0,5,2,1,1,4,0,7,3,0,6,4,3,4,4,0,1,10,2,1,0,0,0,2,0,0,0,0,1,2,1,1,0,0,0,4,0,0,0,0,0,2,1,0,0,1,3,1,0,1,1,1,1,6,0,4,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,2,0,0,0,1,0,3,0,1,0,0,3,0,0,0,0,1.38,4.81,13.76,0.69,12.38,3.44,0,1.38,0.69,0.69,0.69,0,0.69,2.75,4.13,0,3.44,0,0,0,6.19,0,3.44,1.38,0.69,0.69,2.75,0,4.81,2.06,0,4.13,2.75,2.06,2.75,2.75,0,0.69,6.88,1.38,0.69,0,0,0,1.38,0,0,0,0,0.69,1.38,0.69,0.69,0,0,0,2.75,0,0,0,0,0,1.38,0.69,0,0,0.69,2.06,0.69,0,0.69,0.69,0.69,0.69,4.13,0,2.75,0,0,0,0,0,0.69,0,0,0.69,0.69,0,1.38,0,0,0,1.38,0,0,0,0.69,0,2.06,0,0.69,0,0,2.06,0,0,0,0
101,6,2016,5,1,01/05/2016,14621,1,4,13,0,13,6,0,1,1,0,0,0,0,3,2,0,2,1,0,0,10,0,6,2,1,0,0,0,5,3,1,6,2,1,1,1,0,1,8,2,12,0,0,0,0,1,1,0,0,1,2,1,5,0,0,0,5,0,5,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,8,2,7,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,6,1,2,0,0,0,1,0,3,0,0,0,0,2,0,0,0.68,2.74,8.89,0,8.89,4.1,0,0.68,0.68,0,0,0,0,2.05,1.37,0,1.37,0.68,0,0,6.84,0,4.1,1.37,0.68,0,0,0,3.42,2.05,0.68,4.1,1.37,0.68,0.68,0.68,0,0.68,5.47,1.37,8.21,0,0,0,0,0.68,0.68,0,0,0.68,1.37,0.68,3.42,0,0,0,3.42,0,3.42,0,0,0,0.68,0,0.68,0,0,1.37,0,1.37,0,0,0,0,5.47,1.37,4.79,0,0,0,0,0.68,1.37,0,0,0,0.68,0,0,0,0,0,4.1,0.68,1.37,0,0,0,0.68,0,2.05,0,0,0,0,1.37,0,0
102,6,2016,6,1,01/06/2016,15346,1,5,16,1,25,4,0,0,4,0,1,1,1,2,2,0,7,1,0,0,9,0,9,1,0,3,1,1,8,1,1,4,0,5,2,2,0,0,5,0,5,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,3,0,0,0,2,0,1,1,2,1,3,1,0,0,0,1,5,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0.65,3.26,10.43,0.65,16.29,2.61,0,0,2.61,0,0.65,0.65,0.65,1.3,1.3,0,4.56,0.65,0,0,5.86,0,5.86,0.65,0,1.95,0.65,0.65,5.21,0.65,0.65,2.61,0,3.26,1.3,1.3,0,0,3.26,0,3.26,1.3,0,0,0,0,0,0.65,0,0,0,0,0.65,0,0,0,1.95,0,1.95,0,0,0,1.3,0,0.65,0.65,1.3,0.65,1.95,0.65,0,0,0,0.65,3.26,0,1.95,0,0,0,0.65,0,0,0,0,0,0,0,0.65,0,0,0,2.61,0,1.3,0,0,0.65,0,0,0,0,0,0,0.65,0.65,0,0
103,6,2016,7,1,01/07/2016,15315,1,1,29,2,17,2,0,1,3,0,1,0,0,0,5,0,5,1,0,0,12,2,8,1,1,0,9,0,3,0,0,3,4,4,3,2,0,0,9,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,3,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,11,1,5,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,7,1,2,0,0,0,2,0,1,0,0,1,1,0,1,1,0.65,0.65,18.94,1.31,11.1,1.31,0,0.65,1.96,0,0.65,0,0,0,3.26,0,3.26,0.65,0,0,7.84,1.31,5.22,0.65,0.65,0,5.88,0,1.96,0,0,1.96,2.61,2.61,1.96,1.31,0,0,5.88,0,3.26,0,0,0,0.65,0,0,0,0,0,0,0,0.65,0,0,0,3.92,0,1.96,0,0,0,1.31,0,0.65,0,0,0,0,0.65,0.65,0,0,0,7.18,0.65,3.26,0,0,0,0.65,0,1.31,0,0,0,0.65,0,0,0,0,0,4.57,0.65,1.31,0,0,0,1.31,0,0.65,0,0,0.65,0.65,0,0.65,0.65
104,6,2016,8,1,01/08/2016,12348,1,0,22,0,22,0,0,0,3,0,1,0,1,0,5,0,3,0,0,0,13,0,9,0,0,0,1,0,9,0,0,1,6,5,0,3,0,0,11,0,6,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,6,0,1,0,0,0,2,0,4,0,0,1,2,0,1,0,1,1,11,0,12,1,0,0,0,0,2,0,0,1,1,0,2,1,1,0,9,0,7,0,0,0,1,0,1,0,0,1,1,2,1,0,0.81,0,17.82,0,17.82,0,0,0,2.43,0,0.81,0,0.81,0,4.05,0,2.43,0,0,0,10.53,0,7.29,0,0,0,0.81,0,7.29,0,0,0.81,4.86,4.05,0,2.43,0,0,8.91,0,4.86,0,0,0,0.81,0,0,0,0,0,1.62,0,0.81,0,0,0,4.86,0,0.81,0,0,0,1.62,0,3.24,0,0,0.81,1.62,0,0.81,0,0.81,0.81,8.91,0,9.72,0.81,0,0,0,0,1.62,0,0,0.81,0.81,0,1.62,0.81,0.81,0,7.29,0,5.67,0,0,0,0.81,0,0.81,0,0,0.81,0.81,1.62,0.81,0
105,6,2016,9,1,01/09/2016,13976,1,0,27,0,27,4,0,0,2,0,0,0,1,0,2,0,7,1,0,0,15,0,10,1,0,0,8,0,10,2,0,4,4,2,2,3,0,1,10,0,12,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,4,0,6,0,0,1,2,0,3,0,1,0,0,2,1,0,1,0,7,0,8,0,0,0,2,0,2,0,1,0,1,0,3,0,0,0,3,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0.72,0,19.32,0,19.32,2.86,0,0,1.43,0,0,0,0.72,0,1.43,0,5.01,0.72,0,0,10.73,0,7.16,0.72,0,0,5.72,0,7.16,1.43,0,2.86,2.86,1.43,1.43,2.15,0,0.72,7.16,0,8.59,0,0,0,2.15,0,2.15,0,0,0,0.72,0,0,0,0,0,2.86,0,4.29,0,0,0.72,1.43,0,2.15,0,0.72,0,0,1.43,0.72,0,0.72,0,5.01,0,5.72,0,0,0,1.43,0,1.43,0,0.72,0,0.72,0,2.15,0,0,0,2.15,0,0.72,0,0,0,0.72,0,1.43,0,0,0,0,0,0,0
106,6,2016,10,1,01/10/2016,15188,0,1,28,1,23,0,0,0,3,0,5,0,0,1,5,0,9,0,0,0,11,1,6,0,0,0,9,0,3,0,0,0,1,6,4,2,0,0,9,0,10,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,6,0,3,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,14,1,13,1,0,0,2,0,3,0,0,0,1,0,2,1,0,0,10,1,7,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0.66,18.44,0.66,15.14,0,0,0,1.98,0,3.29,0,0,0.66,3.29,0,5.93,0,0,0,7.24,0.66,3.95,0,0,0,5.93,0,1.98,0,0,0,0.66,3.95,2.63,1.32,0,0,5.93,0,6.58,0,0,0,0,0,0,0,0,0,0.66,0,1.98,0,0,0,3.95,0,1.98,0,0,0,1.32,0,2.63,0,0,0,0,0,0,0,0,0,9.22,0.66,8.56,0.66,0,0,1.32,0,1.98,0,0,0,0.66,0,1.32,0.66,0,0,6.58,0.66,4.61,0,0,0,0.66,0,0.66,0,0.66,0.66,0,0,0,0
107,6,2016,11,1,01/11/2016,15453,1,0,19,2,26,2,0,0,1,1,1,0,0,0,5,0,9,1,0,0,10,0,9,0,1,0,3,1,7,1,0,4,10,6,2,1,0,0,18,0,10,1,0,0,1,0,2,0,0,0,2,0,3,1,0,0,13,0,2,0,0,0,2,0,3,0,0,1,3,2,0,0,0,0,5,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,1,0,2,0,0,0,1,0,0,2,0.65,0,12.3,1.29,16.83,1.29,0,0,0.65,0.65,0.65,0,0,0,3.24,0,5.82,0.65,0,0,6.47,0,5.82,0,0.65,0,1.94,0.65,4.53,0.65,0,2.59,6.47,3.88,1.29,0.65,0,0,11.65,0,6.47,0.65,0,0,0.65,0,1.29,0,0,0,1.29,0,1.94,0.65,0,0,8.41,0,1.29,0,0,0,1.29,0,1.94,0,0,0.65,1.94,1.29,0,0,0,0,3.24,0,3.88,0,0,0,0.65,0,0,0,0,0,0,0,0.65,0,0,0,1.94,0,1.94,0,0,0,0.65,0,1.29,0,0,0,0.65,0,0,1.29
108,6,2016,12,1,01/12/2016,17568,1,0,27,0,37,4,0,0,5,0,3,1,1,0,7,0,9,0,0,0,10,0,19,0,0,0,5,0,6,3,0,3,2,2,0,1,0,0,13,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,4,1,0,0,4,0,0,0,0,0,2,0,1,1,0,0,9,0,6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7,0,3,0,0,0,0,0,2,0,1,1,0,3,0,0,0.57,0,15.37,0,21.06,2.28,0,0,2.85,0,1.71,0.57,0.57,0,3.98,0,5.12,0,0,0,5.69,0,10.82,0,0,0,2.85,0,3.42,1.71,0,1.71,1.14,1.14,0,0.57,0,0,7.4,0,2.28,0.57,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,4.55,0,2.28,0.57,0,0,2.28,0,0,0,0,0,1.14,0,0.57,0.57,0,0,5.12,0,3.42,0,0,0,0.57,0,0.57,0,0,0,0.57,0,0,0,0,0,3.98,0,1.71,0,0,0,0,0,1.14,0,0.57,0.57,0,1.71,0,0
