109,6,2017,1,1,01/01/2017,16415,1,0,23,0,17,3,0,0,4,0,2,0,1,0,5,0,3,0,0,0,8,0,8,1,0,0,6,0,4,2,0,0,4,4,1,2,1,1,10,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,1,3,0,3,0,0,2,1,0,1,0,1,0,3,0,7,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,0,5,0,0,0,0,0,1,0,0,2,2,3,0,0,0.61,0,14.01,0,10.36,1.83,0,0,2.44,0,1.22,0,0.61,0,3.05,0,1.83,0,0,0,4.87,0,4.87,0.61,0,0,3.66,0,2.44,1.22,0,0,2.44,2.44,0.61,1.22,0.61,0.61,6.09,0,3.05,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,3.66,0,1.22,0,0.61,0.61,1.83,0,1.83,0,0,1.22,0.61,0,0.61,0,0.61,0,1.83,0,4.26,0.61,0,0,0.61,0,0,0,0.61,0,0,0,0.61,0.61,0,0,1.22,0,3.05,0,0,0,0,0,0.61,0,0,1.22,1.22,1.83,0,0
110,6,2017,2,1,01/02/2017,16703,1,2,14,1,19,2,0,2,2,1,1,0,0,0,3,0,8,2,1,0,5,0,5,0,0,0,4,0,5,0,0,3,9,2,5,5,1,1,10,0,10,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,5,0,7,0,1,1,2,0,3,0,1,1,3,2,1,0,0,1,10,0,4,0,0,1,3,0,0,0,0,0,1,0,1,0,0,0,5,0,3,0,0,0,1,0,0,0,0,0,1,2,0,0,0.6,1.2,8.38,0.6,11.38,1.2,0,1.2,1.2,0.6,0.6,0,0,0,1.8,0,4.79,1.2,0.6,0,2.99,0,2.99,0,0,0,2.39,0,2.99,0,0,1.8,5.39,1.2,2.99,2.99,0.6,0.6,5.99,0,5.99,0,0,0,1.2,0,0,0,0,0,0.6,0,0,0,0,0,2.99,0,4.19,0,0.6,0.6,1.2,0,1.8,0,0.6,0.6,1.8,1.2,0.6,0,0,0.6,5.99,0,2.39,0,0,0.6,1.8,0,0,0,0,0,0.6,0,0.6,0,0,0,2.99,0,1.8,0,0,0,0.6,0,0,0,0,0,0.6,1.2,0,0
111,6,2017,3,1,01/03/2017,16588,2,2,17,2,18,3,0,0,1,0,0,1,1,0,3,1,9,0,0,0,9,1,5,0,1,2,4,0,4,2,0,4,14,3,7,5,0,2,7,0,6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0,3,0,0,1,2,0,2,0,1,0,1,2,0,0,0,0,7,0,4,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,2,4,0,0,1.21,1.21,10.25,1.21,10.85,1.81,0,0,0.6,0,0,0.6,0.6,0,1.81,0.6,5.43,0,0,0,5.43,0.6,3.01,0,0.6,1.21,2.41,0,2.41,1.21,0,2.41,8.44,1.81,4.22,3.01,0,1.21,4.22,0,3.62,0.6,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,3.01,0,1.81,0,0,0.6,1.21,0,1.21,0,0.6,0,0.6,1.21,0,0,0,0,4.22,0,2.41,0,0,0,1.81,0,0,0,0,0,0,0,1.21,0,0,0,2.41,0,0.6,0,0,0,0,0,0.6,0,0,0,1.21,2.41,0,0
112,6,2017,4,1,01/04/2017,15191,0,1,12,1,16,3,0,1,0,1,1,0,0,0,3,0,5,1,0,0,4,0,6,0,0,0,5,0,4,2,1,5,11,4,3,4,0,0,9,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,3,0,4,0,0,2,1,2,0,0,0,0,6,0,9,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4,0,5,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0.66,7.9,0.66,10.53,1.97,0,0.66,0,0.66,0.66,0,0,0,1.97,0,3.29,0.66,0,0,2.63,0,3.95,0,0,0,3.29,0,2.63,1.32,0.66,3.29,7.24,2.63,1.97,2.63,0,0,5.92,0.66,3.95,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,3.95,0,1.32,0,0,0,1.97,0,2.63,0,0,1.32,0.66,1.32,0,0,0,0,3.95,0,5.92,0,0,0,0,0,0.66,0,0,0,0.66,0,0.66,0,0,0,2.63,0,3.29,0,0,0,0.66,0,1.32,0,0,0,1.32,0,0,0
113,6,2017,5,1,01/05/2017,17421,0,3,13,2,13,3,0,0,0,1,1,0,0,3,2,0,4,3,0,0,9,0,5,0,0,0,2,1,3,0,0,2,11,7,1,4,0,3,5,0,4,0,0,0,2,0,1,0,0,2,0,0,1,0,0,0,3,0,1,0,0,1,0,0,1,0,0,0,3,2,0,1,0,1,11,0,9,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0,9,0,3,1,0,0,1,0,3,0,0,0,2,0,0,1,0,1.72,7.46,1.15,7.46,1.72,0,0,0,0.57,0.57,0,0,1.72,1.15,0,2.3,1.72,0,0,5.17,0,2.87,0,0,0,1.15,0.57,1.72,0,0,1.15,6.31,4.02,0.57,2.3,0,1.72,2.87,0,2.3,0,0,0,1.15,0,0.57,0,0,1.15,0,0,0.57,0,0,0,1.72,0,0.57,0,0,0.57,0,0,0.57,0,0,0,1.72,1.15,0,0.57,0,0.57,6.31,0,5.17,0.57,0,0,0.57,0,0.57,0,0,0.57,0,0,1.15,0,0,0,5.17,0,1.72,0.57,0,0,0.57,0,1.72,0,0,0,1.15,0,0,0.57
114,6,2017,6,1,01/06/2017,16398,2,2,16,2,16,1,0,1,3,2,1,0,0,0,2,0,8,0,0,1,9,0,4,0,2,0,2,0,3,1,0,0,9,6,2,2,1,0,14,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,9,0,1,0,0,0,4,0,2,0,0,1,1,1,1,0,0,1,7,1,11,0,0,0,0,0,1,0,0,0,1,0,4,0,0,1,5,1,4,0,0,0,1,0,2,0,0,4,2,4,0,0,1.22,1.22,9.76,1.22,9.76,0.61,0,0.61,1.83,1.22,0.61,0,0,0,1.22,0,4.88,0,0,0.61,5.49,0,2.44,0,1.22,0,1.22,0,1.83,0.61,0,0,5.49,3.66,1.22,1.22,0.61,0,8.54,0,2.44,0,0,0,0,0,0.61,0,0.61,0,0.61,0,0,0,0,0,5.49,0,0.61,0,0,0,2.44,0,1.22,0,0,0.61,0.61,0.61,0.61,0,0,0.61,4.27,0.61,6.71,0,0,0,0,0,0.61,0,0,0,0.61,0,2.44,0,0,0.61,3.05,0.61,2.44,0,0,0,0.61,0,1.22,0,0,2.44,1.22,2.44,0,0
115,6,2017,7,1,01/07/2017,15132,3,0,25,1,25,4,0,0,5,1,3,0,1,0,5,0,12,2,0,0,6,0,4,1,2,0,9,0,6,1,0,4,13,4,1,3,1,1,12,1,9,1,0,0,2,0,0,0,1,0,0,0,2,1,0,0,7,0,3,0,0,1,3,1,4,0,0,0,1,0,0,0,0,0,5,0,7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,1,0,2,0,0,0,2,0,0,1,1.98,0,16.52,0.66,16.52,2.64,0,0,3.3,0.66,1.98,0,0.66,0,3.3,0,7.93,1.32,0,0,3.97,0,2.64,0.66,1.32,0,5.95,0,3.97,0.66,0,2.64,8.59,2.64,0.66,1.98,0.66,0.66,7.93,0.66,5.95,0.66,0,0,1.32,0,0,0,0.66,0,0,0,1.32,0.66,0,0,4.63,0,1.98,0,0,0.66,1.98,0.66,2.64,0,0,0,0.66,0,0,0,0,0,3.3,0,4.63,0,0,0,0.66,0,0.66,0,0,0,0,0,0.66,0,0,0,1.98,0,1.98,0,0,0,0.66,0,1.32,0,0,0,1.32,0,0,0.66
116,6,2017,8,1,01/08/2017,14036,2,1,14,2,22,1,0,1,1,1,3,0,1,0,2,0,5,1,0,0,6,1,7,0,1,0,5,0,7,0,0,1,7,2,0,5,1,0,17,1,14,1,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,0,4,1,1,0,3,1,7,0,0,0,4,2,0,1,1,0,13,1,7,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,11,0,4,0,1,0,2,0,2,0,0,1,0,2,0,1,1.42,0.71,9.97,1.42,15.67,0.71,0,0.71,0.71,0.71,2.14,0,0.71,0,1.42,0,3.56,0.71,0,0,4.27,0.71,4.99,0,0.71,0,3.56,0,4.99,0,0,0.71,4.99,1.42,0,3.56,0.71,0,12.11,0.71,9.97,0.71,0,0,0,0,0,0,0,0,2.85,0,2.14,0,0,0,7.12,0,2.85,0.71,0.71,0,2.14,0.71,4.99,0,0,0,2.85,1.42,0,0.71,0.71,0,9.26,0.71,4.99,0.71,0,0,0,0.71,0,0,0,0,0,0,0.71,0.71,0,0,7.84,0,2.85,0,0.71,0,1.42,0,1.42,0,0,0.71,0,1.42,0,0.71
117,6,2017,9,1,01/09/2017,14486,0,1,29,1,26,4,0,0,4,0,1,2,0,1,6,0,7,1,0,0,8,0,12,0,0,0,11,1,6,1,0,5,4,5,1,4,0,0,17,0,5,3,0,0,2,0,0,1,0,0,1,0,2,0,0,0,10,0,0,1,0,0,4,0,3,1,0,0,1,2,1,1,0,0,15,0,7,3,0,0,1,0,0,1,0,0,2,0,0,1,0,0,10,0,6,1,0,0,2,0,1,0,0,0,3,2,0,0,0,0.69,20.02,0.69,17.95,2.76,0,0,2.76,0,0.69,1.38,0,0.69,4.14,0,4.83,0.69,0,0,5.52,0,8.28,0,0,0,7.59,0.69,4.14,0.69,0,3.45,2.76,3.45,0.69,2.76,0,0,11.74,0,3.45,2.07,0,0,1.38,0,0,0.69,0,0,0.69,0,1.38,0,0,0,6.9,0,0,0.69,0,0,2.76,0,2.07,0.69,0,0,0.69,1.38,0.69,0.69,0,0,10.35,0,4.83,2.07,0,0,0.69,0,0,0.69,0,0,1.38,0,0,0.69,0,0,6.9,0,4.14,0.69,0,0,1.38,0,0.69,0,0,0,2.07,1.38,0,0
118,6,2017,10,1,01/10/2017,17973,0,0,20,1,20,3,0,0,3,0,1,1,0,0,4,0,4,1,0,0,7,1,8,0,0,0,6,0,7,1,0,3,2,2,0,5,2,2,12,1,13,0,0,0,1,0,1,0,0,1,4,0,2,0,1,1,6,0,5,0,1,0,1,1,5,0,0,1,1,2,0,0,1,0,17,2,9,0,0,0,1,1,0,0,0,0,2,0,3,0,0,0,10,0,4,0,1,0,4,1,2,0,0,1,2,3,0,1,0,0,11.13,0.56,11.13,1.67,0,0,1.67,0,0.56,0.56,0,0,2.23,0,2.23,0.56,0,0,3.89,0.56,4.45,0,0,0,3.34,0,3.89,0.56,0,1.67,1.11,1.11,0,2.78,1.11,1.11,6.68,0.56,7.23,0,0,0,0.56,0,0.56,0,0,0.56,2.23,0,1.11,0,0.56,0.56,3.34,0,2.78,0,0.56,0,0.56,0.56,2.78,0,0,0.56,0.56,1.11,0,0,0.56,0,9.46,1.11,5.01,0,0,0,0.56,0.56,0,0,0,0,1.11,0,1.67,0,0,0,5.56,0,2.23,0,0.56,0,2.23,0.56,1.11,0,0,0.56,1.11,1.67,0,0.56
119,6,2017,11,1,01/11/2017,15071,0,2,22,1,16,3,0,0,4,1,3,0,0,2,8,0,2,1,0,0,5,0,7,0,0,0,5,0,4,2,0,1,6,2,1,3,1,1,15,0,9,1,0,0,3,0,1,0,1,1,2,0,1,0,0,0,6,0,3,0,0,0,4,0,4,1,0,0,0,1,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,7,0,2,0,0,0,2,0,3,0,0,1,0,1,0,0,0,1.33,14.6,0.66,10.62,1.99,0,0,2.65,0.66,1.99,0,0,1.33,5.31,0,1.33,0.66,0,0,3.32,0,4.64,0,0,0,3.32,0,2.65,1.33,0,0.66,3.98,1.33,0.66,1.99,0.66,0.66,9.95,0,5.97,0.66,0,0,1.99,0,0.66,0,0.66,0.66,1.33,0,0.66,0,0,0,3.98,0,1.99,0,0,0,2.65,0,2.65,0.66,0,0,0,0.66,0,0,0,0,7.3,0,4.64,0,0,0,0,0,0,0,0,0,1.33,0,1.33,0,0,0,4.64,0,1.33,0,0,0,1.33,0,1.99,0,0,0.66,0,0.66,0,0
120,6,2017,12,1,01/12/2017,16405,1,1,11,2,12,1,1,0,1,1,1,0,0,1,2,0,3,0,0,0,6,0,5,1,0,0,2,1,3,0,1,2,3,4,0,4,1,0,16,0,11,0,0,0,2,0,0,0,1,0,4,0,5,0,0,0,6,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,12,2,9,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,6,0,4,0,0,0,5,0,3,0,0,0,3,1,0,2,0.61,0.61,6.71,1.22,7.31,0.61,0.61,0,0.61,0.61,0.61,0,0,0.61,1.22,0,1.83,0,0,0,3.66,0,3.05,0.61,0,0,1.22,0.61,1.83,0,0.61,1.22,1.83,2.44,0,2.44,0.61,0,9.75,0,6.71,0,0,0,1.22,0,0,0,0.61,0,2.44,0,3.05,0,0,0,3.66,0,1.83,0,0,0,2.44,0,1.83,0,0,0,0,0,0,0,0,0,7.31,1.22,5.49,0,0,0,0,0.61,0,0,0,0,0.61,0.61,1.22,0,0,0,3.66,0,2.44,0,0,0,3.05,0,1.83,0,0,0,1.83,0.61,0,1.22
121,6,2018,1,1,01/01/2018,16484,0,0,22,1,25,1,0,0,2,0,1,0,0,0,4,0,9,0,0,0,12,1,9,1,0,0,4,0,6,0,0,4,12,2,0,4,0,0,8,0,6,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,4,0,2,0,0,0,1,0,2,0,0,0,1,1,0,0,1,1,8,0,6,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,6,0,3,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,13.35,0.61,15.17,0.61,0,0,1.21,0,0.61,0,0,0,2.43,0,5.46,0,0,0,7.28,0.61,5.46,0.61,0,0,2.43,0,3.64,0,0,2.43,7.28,1.21,0,2.43,0,0,4.85,0,3.64,0,0,0,0,0,0,0,0,0,1.82,0,1.21,0,0,0,2.43,0,1.21,0,0,0,0.61,0,1.21,0,0,0,0.61,0.61,0,0,0.61,0.61,4.85,0,3.64,0,0.61,0,0,0,1.21,0,0,0,0.61,0,0,0,0,0,3.64,0,1.82,0,0,0.61,0.61,0,0.61,0,0,0,0.61,0,0,1.21
122,6,2018,2,1,01/02/2018,16081,0,2,16,0,13,3,0,1,2,0,0,1,0,0,3,0,3,0,0,0,6,0,6,1,0,1,5,0,4,1,0,5,7,4,2,8,0,2,11,0,6,0,0,1,2,0,2,0,0,0,3,0,0,0,0,0,5,0,0,0,0,1,1,0,4,0,0,0,2,1,0,0,0,0,20,0,8,0,0,0,4,0,0,0,0,0,3,0,1,0,0,0,11,0,6,0,0,0,2,0,1,0,0,0,1,1,0,1,0,1.24,9.95,0,8.08,1.87,0,0.62,1.24,0,0,0.62,0,0,1.87,0,1.87,0,0,0,3.73,0,3.73,0.62,0,0.62,3.11,0,2.49,0.62,0,3.11,4.35,2.49,1.24,4.97,0,1.24,6.84,0,3.73,0,0,0.62,1.24,0,1.24,0,0,0,1.87,0,0,0,0,0,3.11,0,0,0,0,0.62,0.62,0,2.49,0,0,0,1.24,0.62,0,0,0,0,12.44,0,4.97,0,0,0,2.49,0,0,0,0,0,1.87,0,0.62,0,0,0,6.84,0,3.73,0,0,0,1.24,0,0.62,0,0,0,0.62,0.62,0,0.62
123,6,2018,3,1,01/03/2018,17604,1,6,10,3,17,3,0,2,2,2,0,0,0,2,2,0,2,1,0,1,4,1,8,1,1,1,2,0,7,1,0,1,3,1,3,4,0,0,11,0,15,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,8,0,5,1,0,0,3,0,8,0,1,0,1,2,1,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,5,0,3,0,0,2,2,0,0,1,0.57,3.41,5.68,1.7,9.66,1.7,0,1.14,1.14,1.14,0,0,0,1.14,1.14,0,1.14,0.57,0,0.57,2.27,0.57,4.54,0.57,0.57,0.57,1.14,0,3.98,0.57,0,0.57,1.7,0.57,1.7,2.27,0,0,6.25,0,8.52,1.14,0,0,0,0,0,0,0,0,0,0,1.14,0.57,0,0,4.54,0,2.84,0.57,0,0,1.7,0,4.54,0,0.57,0,0.57,1.14,0.57,0,0,0,3.98,0,3.98,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,1.14,0,1.7,0,0,0,2.84,0,1.7,0,0,1.14,1.14,0,0,0.57
124,6,2018,4,1,01/04/2018,15319,1,0,18,0,21,4,0,0,2,0,2,0,0,0,0,0,2,2,0,0,5,0,6,1,1,0,11,0,11,1,0,1,7,5,3,7,0,0,9,0,13,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,5,0,2,0,0,0,2,0,8,0,0,0,3,0,0,1,0,0,6,1,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,1,4,0,0,0,2,0,1,0,0,1,1,0,0,3,0.65,0,11.75,0,13.71,2.61,0,0,1.31,0,1.31,0,0,0,0,0,1.31,1.31,0,0,3.26,0,3.92,0.65,0.65,0,7.18,0,7.18,0.65,0,0.65,4.57,3.26,1.96,4.57,0,0,5.88,0,8.49,0,0,0,0.65,0,0.65,0,0,0,0.65,0,1.31,0,0,0,3.26,0,1.31,0,0,0,1.31,0,5.22,0,0,0,1.96,0,0,0.65,0,0,3.92,0.65,4.57,0,0,0,0,0,0.65,0,0,0,0,0,0.65,0,0,0,2.61,0.65,2.61,0,0,0,1.31,0,0.65,0,0,0.65,0.65,0,0,1.96
125,6,2018,5,1,01/05/2018,17035,1,0,11,0,18,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,3,0,7,0,0,0,8,0,4,0,0,1,12,6,1,3,1,1,12,0,10,1,0,0,1,0,1,0,0,1,1,0,5,1,0,0,6,0,2,0,1,0,4,0,2,0,0,0,1,0,1,0,0,0,11,2,7,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,5,2,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0.59,0,6.46,0,10.57,0,0,0,0,0,0.59,0,0.59,0,0,0,3.52,0,0,0,1.76,0,4.11,0,0,0,4.7,0,2.35,0,0,0.59,7.04,3.52,0.59,1.76,0.59,0.59,7.04,0,5.87,0.59,0,0,0.59,0,0.59,0,0,0.59,0.59,0,2.94,0.59,0,0,3.52,0,1.17,0,0.59,0,2.35,0,1.17,0,0,0,0.59,0,0.59,0,0,0,6.46,1.17,4.11,0,0,0,1.76,0,0,0,0,0,1.17,0,0,0,0,0,2.94,1.17,2.35,0,0,0,0.59,0,1.76,0,0,0,0,0,0,0
126,6,2018,6,1,01/06/2018,16802,0,1,15,1,21,1,0,0,1,0,3,0,0,0,3,0,4,0,0,1,4,1,4,1,0,0,7,0,10,0,0,0,11,9,4,3,0,0,8,0,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,3,1,0,0,1,0,4,0,0,1,1,0,1,0,0,0,5,0,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,4,0,0,0,1,0,1,1,0,0,2,1,0,2,0,0.6,8.93,0.6,12.5,0.6,0,0,0.6,0,1.79,0,0,0,1.79,0,2.38,0,0,0.6,2.38,0.6,2.38,0.6,0,0,4.17,0,5.95,0,0,0,6.55,5.36,2.38,1.79,0,0,4.76,0,4.17,0.6,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,2.98,0,1.79,0.6,0,0,0.6,0,2.38,0,0,0.6,0.6,0,0.6,0,0,0,2.98,0,3.57,0.6,0,0,0.6,0,0.6,0,0,0,0.6,0,0,0,0,0,1.19,0,2.38,0,0,0,0.6,0,0.6,0.6,0,0,1.19,0.6,0,1.19
127,6,2018,7,1,01/07/2018,15910,1,3,19,1,14,3,1,1,2,0,1,0,0,1,3,0,4,0,0,0,8,1,3,2,0,1,6,0,6,1,0,1,12,4,3,5,0,0,13,1,7,0,0,0,4,0,0,0,0,0,3,0,1,0,0,0,3,1,2,0,0,0,3,0,4,0,0,1,2,1,0,0,0,0,6,0,9,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,2,0,3,0,0,2,0,2,1,0,0.63,1.89,11.94,0.63,8.8,1.89,0.63,0.63,1.26,0,0.63,0,0,0.63,1.89,0,2.51,0,0,0,5.03,0.63,1.89,1.26,0,0.63,3.77,0,3.77,0.63,0,0.63,7.54,2.51,1.89,3.14,0,0,8.17,0.63,4.4,0,0,0,2.51,0,0,0,0,0,1.89,0,0.63,0,0,0,1.89,0.63,1.26,0,0,0,1.89,0,2.51,0,0,0.63,1.26,0.63,0,0,0,0,3.77,0,5.66,0,0,0,1.26,0,0.63,0,0,0,0.63,0,0,0,0,0,0.63,0,3.14,0,0,0,1.26,0,1.89,0,0,1.26,0,1.26,0.63,0
128,6,2018,8,1,01/08/2018,13355,0,7,19,0,26,3,0,1,2,0,1,0,0,1,3,0,1,0,0,0,5,0,8,0,0,5,9,0,16,3,0,1,27,3,7,9,0,0,7,1,9,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4,1,5,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,8,0,6,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,4,1,0,0,3,0,1,0,0,0,7,2,1,1,0,5.24,14.23,0,19.47,2.25,0,0.75,1.5,0,0.75,0,0,0.75,2.25,0,0.75,0,0,0,3.74,0,5.99,0,0,3.74,6.74,0,11.98,2.25,0,0.75,20.22,2.25,5.24,6.74,0,0,5.24,0.75,6.74,0,0,0,0.75,0,0,0,0,0,0.75,0,0.75,0,0,0,3,0.75,3.74,0,0,0,0.75,0,2.25,0,0,0,0.75,0,0.75,0,0,0,5.99,0,4.49,1.5,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0,0,3.74,0,3,0.75,0,0,2.25,0,0.75,0,0,0,5.24,1.5,0.75,0.75
129,6,2018,9,1,01/09/2018,15280,1,0,18,1,22,1,0,0,3,1,1,1,1,0,2,0,7,0,0,0,11,0,8,0,0,0,2,0,6,0,0,0,7,2,2,2,1,0,11,0,11,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,7,0,3,1,0,0,3,0,7,0,0,0,3,0,0,0,1,0,8,0,7,2,0,0,1,0,0,0,0,0,1,0,4,1,0,0,4,0,1,0,1,0,2,0,2,1,0,0,2,1,0,0,0.65,0,11.78,0.65,14.4,0.65,0,0,1.96,0.65,0.65,0.65,0.65,0,1.31,0,4.58,0,0,0,7.2,0,5.24,0,0,0,1.31,0,3.93,0,0,0,4.58,1.31,1.31,1.31,0.65,0,7.2,0,7.2,1.31,0,0,0.65,0,0,0.65,0.65,0,0,0,0.65,0,0,0,4.58,0,1.96,0.65,0,0,1.96,0,4.58,0,0,0,1.96,0,0,0,0.65,0,5.24,0,4.58,1.31,0,0,0.65,0,0,0,0,0,0.65,0,2.62,0.65,0,0,2.62,0,0.65,0,0.65,0,1.31,0,1.31,0.65,0,0,1.31,0.65,0,0
130,6,2018,10,1,01/10/2018,17232,2,4,26,0,22,5,0,0,1,0,1,0,1,0,6,0,7,1,1,0,9,0,9,1,0,4,10,0,5,3,0,0,17,3,7,9,0,0,13,0,14,1,0,0,2,0,0,0,0,0,0,0,6,0,0,0,7,0,4,0,0,0,4,0,4,1,0,1,1,2,1,0,0,0,22,0,4,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,10,0,1,0,0,0,6,0,3,0,0,0,4,1,1,0,1.16,2.32,15.09,0,12.77,2.9,0,0,0.58,0,0.58,0,0.58,0,3.48,0,4.06,0.58,0.58,0,5.22,0,5.22,0.58,0,2.32,5.8,0,2.9,1.74,0,0,9.87,1.74,4.06,5.22,0,0,7.54,0,8.12,0.58,0,0,1.16,0,0,0,0,0,0,0,3.48,0,0,0,4.06,0,2.32,0,0,0,2.32,0,2.32,0.58,0,0.58,0.58,1.16,0.58,0,0,0,12.77,0,2.32,0,0,0,2.9,0,0,0,0,0,0.58,0,0,0,0,0,5.8,0,0.58,0,0,0,3.48,0,1.74,0,0,0,2.32,0.58,0.58,0
131,6,2018,11,1,01/11/2018,15804,0,1,25,1,19,2,0,0,6,0,1,0,0,0,1,0,6,1,0,0,10,1,8,1,0,1,8,0,4,0,0,0,9,6,2,6,0,1,6,0,8,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,4,1,0,1,2,0,1,0,0,1,1,0,1,1,0,1,9,0,7,2,0,0,2,0,0,0,0,0,0,0,1,1,0,1,7,0,4,0,0,0,0,0,2,1,0,0,2,2,0,0,0,0.63,15.82,0.63,12.02,1.27,0,0,3.8,0,0.63,0,0,0,0.63,0,3.8,0.63,0,0,6.33,0.63,5.06,0.63,0,0.63,5.06,0,2.53,0,0,0,5.69,3.8,1.27,3.8,0,0.63,3.8,0,5.06,0.63,0,0,0.63,0,0,0,0,0,0,0,1.9,0,0,0,1.9,0,2.53,0.63,0,0.63,1.27,0,0.63,0,0,0.63,0.63,0,0.63,0.63,0,0.63,5.69,0,4.43,1.27,0,0,1.27,0,0,0,0,0,0,0,0.63,0.63,0,0.63,4.43,0,2.53,0,0,0,0,0,1.27,0.63,0,0,1.27,1.27,0,0
132,6,2018,12,1,01/12/2018,16243,1,3,19,0,16,2,1,0,4,0,0,0,0,0,1,0,1,1,0,1,9,0,9,0,0,2,5,0,6,1,0,1,9,4,6,7,0,0,11,0,10,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,5,0,6,0,0,0,3,0,2,1,0,1,2,2,0,1,0,0,5,1,3,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0.62,1.85,11.7,0,9.85,1.23,0.62,0,2.46,0,0,0,0,0,0.62,0,0.62,0.62,0,0.62,5.54,0,5.54,0,0,1.23,3.08,0,3.69,0.62,0,0.62,5.54,2.46,3.69,4.31,0,0,6.77,0,6.16,0.62,0,0,1.85,0,0,0,0,0,0,0,1.23,0,0,0,3.08,0,3.69,0,0,0,1.85,0,1.23,0.62,0,0.62,1.23,1.23,0,0.62,0,0,3.08,0.62,1.85,0.62,0,0,0,0,0,0,0,0,0.62,0,1.23,0,0,0,2.46,0.62,0,0,0,0,0,0,0.62,0.62,0,0,0.62,0,0.62,0
